,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,onmousedown,snippet,source,sponsored,state,stations,url
0,Seattle,FlexaSoft,US,"Wed, 08 Mar 2017 16:17:13 GMT",False,"Seattle, WA","Seattle, WA",3 days ago,True,2ecdf121badf0bf8,Software Development Engineer,"indeed_clk(this,'2562');","Core competencies in JavaScript (node.js) and/or C++ or <b>Java</b>. Familiarity with scripting languages such as Ruby, Perl or <b>Python</b> and functional programming....",Indeed,False,WA,,http://www.indeed.com/viewjob?jk=2ecdf121badf0bf8&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
1,Seattle,LaunchCode,US,"Fri, 10 Mar 2017 04:09:35 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,80e50f3efd384c6e,Entry Level Software Engineer,"indeed_clk(this,'2562');","Familiarity with an at least one imperative (<b>Java</b>, JavaScript, PHP, C#, Objective-C, C/C++, <b>Python</b>, Ruby, etc.). Don’t have a CS degree?...",LaunchCode,False,WA,,http://www.indeed.com/viewjob?jk=80e50f3efd384c6e&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
2,Seattle,TekArch,US,"Sun, 26 Feb 2017 18:15:11 GMT",False,"Seattle, WA","Seattle, WA",13 days ago,True,a30387266751f796,Big Data DevOps Developer(H),"indeed_clk(this,'2562');",Mandatory: H1 candidates need not to apply. We’re looking for an experienced Big Data DevOps Developer to continue to evolve and mature our enterprise data,Indeed,False,WA,,http://www.indeed.com/viewjob?jk=a30387266751f796&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
3,Seattle,Sur La Table,US,"Fri, 20 Jan 2017 23:57:55 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,33e456314190352c,Java Developer,"indeed_clk(this,'2562');","Familiarity with <b>Python</b> would be great. Experience with JSON and XML related <b>Java</b> technologies (e.g. The <b>Java</b> Developer reports to the Director, Development...",Sur La Table,False,WA,,http://www.indeed.com/viewjob?jk=33e456314190352c&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
4,Seattle,"Amazon Web Services, Inc.",US,"Sun, 12 Feb 2017 11:16:33 GMT",False,"Seattle, WA","Seattle, WA",27 days ago,False,54c92c97eb6a50a7,"Java Software Developer - Amazon Web Services - Seattle, WA","indeed_clk(this,'2562');","Proficiency in a modern programming language such as C, C++, C#, <b>Java</b>, or <b>Python</b>. Amazon, Amazon, C++, C++, object oriented, <b>Java</b>, <b>Java</b>, <b>Java</b>, Linux, Linux,...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=54c92c97eb6a50a7&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
5,Seattle,Tyemill,US,"Thu, 23 Feb 2017 19:16:19 GMT",False,"Seattle, WA","Seattle, WA 98104",16 days ago,True,bf2eade574c23623,Software Developer / Application Developer,"indeed_clk(this,'2562');","1+ years production experience with object oriented, and/or imperative languages e.g. Ruby, <b>Python</b>, <b>Java</b>, C/C++, C#....",Indeed,False,WA,,http://www.indeed.com/viewjob?jk=bf2eade574c23623&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
6,Seattle,Third Eye Data Analytics,US,"Fri, 06 Jan 2017 07:03:13 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,True,e1b93c7b553951c8,Sr. Big Data Developer,"indeed_clk(this,'2562');","Expertise in <b>Java</b>, Scala, <b>Python</b>, or similar. CANDIDATE MUST BE LOCAL (Washington)....",Indeed,False,WA,,http://www.indeed.com/viewjob?jk=e1b93c7b553951c8&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
7,Seattle,Expeditors,US,"Wed, 11 Jan 2017 04:07:17 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,210fbd6323f61ccb,Developer in Test,"indeed_clk(this,'2562');","Logistics, Global Supply Chain, <b>Python</b>, <b>Java</b>, C#, Ruby, JavaScript, Data Analytics,Test Automation, SDE, SDET, Software Developer in Test....",Expeditors,False,WA,,http://www.indeed.com/viewjob?jk=210fbd6323f61ccb&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
8,Seattle,Nutanix,US,"Sat, 11 Mar 2017 01:32:36 GMT",False,"Seattle, WA","Seattle, WA",23 hours ago,False,87a7f341c7cd58dd,Cloud Security Developer,"indeed_clk(this,'2562');","Experience designing and developing enterprise products in C++, <b>Java</b>, C# and/or <b>python</b>. Cloud Security Developer....",Nutanix,False,WA,,http://www.indeed.com/viewjob?jk=87a7f341c7cd58dd&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
9,Seattle,"Amazon Payments, Inc.",US,"Thu, 09 Mar 2017 06:41:28 GMT",False,"Seattle, WA","Seattle, WA",2 days ago,False,256d5fbf9f4993c7,Developer Support Engineer,"indeed_clk(this,'2562');","<b>Java</b>, Perl, Ruby, <b>Python</b>, C#, and/or PHP. Are you passionate about driving customer success?...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=256d5fbf9f4993c7&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
10,Bellevue,Visa,US,"Tue, 07 Mar 2017 04:09:33 GMT",False,"Bellevue, WA","Bellevue, WA",4 days ago,False,7ff4c8c1b9179848,Lead Software Engineer,"indeed_clk(this,'2562');","<b>Java</b>, Spring, Angular, REST, SQL, <b>Python</b>, Groovy expertise. Mastery of the <b>Java</b> programming language. Extensive <b>Java</b> and web service development experience and...",Visa,False,WA,,http://www.indeed.com/viewjob?jk=7ff4c8c1b9179848&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
11,Seattle,Disney Parks & Resorts,US,"Thu, 02 Mar 2017 14:14:09 GMT",False,"Seattle, WA","Seattle, WA",9 days ago,False,aa38311a72be57eb,Senior Java Developer,"indeed_clk(this,'2562');","Ruby, <b>Python</b>, PHP, JSP, ASP or other scripting languages. Owns the design and development of software fixes, enhancements, components, and/or new software...",Disney,False,WA,,http://www.indeed.com/viewjob?jk=aa38311a72be57eb&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
12,Seattle,Amazon Corporate LLC,US,"Fri, 03 Mar 2017 00:20:18 GMT",False,"Seattle, WA","Seattle, WA",9 days ago,False,b356b459a6015aad,"Full Stack Developer, AWS Management Console","indeed_clk(this,'2562');","Proficiency in multiple modern programming languages such as <b>Java</b>, JavaScript, C++, or Objective-C. If you are interested but have experience with other modern...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=b356b459a6015aad&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
13,Seattle,QuintilesIMS,US,"Sun, 05 Mar 2017 12:40:44 GMT",False,"Seattle, WA","Seattle, WA",6 days ago,False,a9d20029e3b07a09,Software Engineer,"indeed_clk(this,'2562');","Linq, Rx, lambdas, immutability) and Python; Full-stack experience building web applications that run at scale supporting a large user-base and gigabyte-scale...",QuintilesIMS,False,WA,,http://www.indeed.com/viewjob?jk=a9d20029e3b07a09&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
14,Seattle,Liberty Personnel Services,US,"Sat, 25 Feb 2017 00:45:50 GMT",False,"Seattle, WA","Seattle, WA",14 days ago,False,70de873d3c33e3b6,JAVA DEVELOPER,"indeed_clk(this,'2562');","<b>JAVA</b> DEVELOPER (Senior or Lead) Spring, JBOSS, J2EE, SQL, LINUX. J2ee perl sql linux redhat <b>python</b> weblogic, jboss, spring hibernate, high charts....",Liberty Personnel Services,False,WA,,http://www.indeed.com/viewjob?jk=70de873d3c33e3b6&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
15,Seattle,Amazon Corporate LLC,US,"Sat, 04 Mar 2017 00:23:06 GMT",False,"Seattle, WA","Seattle, WA",8 days ago,False,0a79bbda28da61a4,QA Engineer,"indeed_clk(this,'2562');","Ability to write code/scripting in languages like <b>Java</b>, C, C#, <b>python</b> etc. Do you thrive on solving complex problems?...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=0a79bbda28da61a4&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
16,Seattle,Google,US,"Wed, 18 Jan 2017 16:34:20 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,d8531bcf421ec1c4,Software Engineer,"indeed_clk(this,'2562');","<b>Java</b>, C/C++, C#, Objective C, <b>Python</b>, JavaScript, or Go. Google aspires to be an organization that reflects the globally diverse audience that our products and...",Google,False,WA,,http://www.indeed.com/viewjob?jk=d8531bcf421ec1c4&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
17,Seattle,Amazon Corporate LLC,US,"Fri, 10 Mar 2017 18:47:23 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,138219907068fb44,Software Engineer – New Machine Learning Initiative,"indeed_clk(this,'2562');","Proficiency in at least one modern programming language such as Scala, <b>Java</b>, C#, C++, C, Ruby, JS, or <b>Python</b>....",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=138219907068fb44&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
18,Seattle,Facebook,US,"Fri, 10 Mar 2017 11:54:28 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,fa7de8eb762d659b,"Software Engineer, Machine Learning","indeed_clk(this,'2562');","Expert knowledge developing and debugging in C/C++ and <b>Java</b>. Experience with scripting languages such as Perl, <b>Python</b>, PHP, and shell scripts....",Facebook,False,WA,,http://www.indeed.com/viewjob?jk=fa7de8eb762d659b&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
19,Seattle,Amazon Corporate LLC,US,"Fri, 10 Mar 2017 08:38:32 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,96ed3acfad036456,Software Development Engineer – Emerging AWS Machine Learning,"indeed_clk(this,'2562');","Proficiency in, at least, one modern programming language such as <b>Java</b>, <b>Python</b>, C/C++, C#, Perl. As a Software Development Engineer, you will design, implement,...",Lab126,False,WA,,http://www.indeed.com/viewjob?jk=96ed3acfad036456&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
20,Seattle,Amazon Corporate LLC,US,"Fri, 24 Feb 2017 17:57:37 GMT",False,"Seattle, WA","Seattle, WA",15 days ago,False,f9d7d1a3812558aa,Workday Developer,"indeed_clk(this,'2562');","2+ years professional experience developing with OOP languages such as <b>Java</b>, <b>Python</b>, .NET, and Ruby. A successful candidate possesses deep knowledge of and...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=f9d7d1a3812558aa&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
21,Seattle,Tableau,US,"Thu, 02 Mar 2017 06:47:33 GMT",False,"Seattle, WA","Seattle, WA",9 days ago,False,c8d2adf83607fe1f,Software Engineer,"indeed_clk(this,'2562');","Excellent understanding of Object Oriented languages such as C++, <b>Java</b>, or <b>Python</b>. 3+ years' experience working with <b>python</b> tools, scripts, &amp; frameworks....",Tableau,False,WA,,http://www.indeed.com/viewjob?jk=c8d2adf83607fe1f&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
22,Seattle,Amazon Corporate LLC,US,"Thu, 09 Mar 2017 12:42:34 GMT",False,"Seattle, WA","Seattle, WA",2 days ago,False,7c8c8339913e1f84,"Software Development Engineer, Alexa Machine Learning","indeed_clk(this,'2562');","Familiar with programming languages such as C/C++, <b>Java</b>, Perl or <b>Python</b> and open-source technologies (Apache, Hadoop)....",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=7c8c8339913e1f84&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
23,Seattle,Nordstrom,US,"Thu, 09 Mar 2017 07:04:33 GMT",False,"Seattle, WA","Seattle, WA",2 days ago,False,aa0eb5a4bfedbe70,Software Engineer,"indeed_clk(this,'2562');","Proficiency in at least one programming language (Nodejs, GoLang, <b>Java</b>, C/C++, <b>Python</b>, etc.). We are hiring Software Engineer for our Omni Channel initiatives ...",Nordstrom,False,WA,,http://www.indeed.com/viewjob?jk=aa0eb5a4bfedbe70&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
24,Seattle,Amazon Corporate LLC,US,"Thu, 23 Feb 2017 17:54:16 GMT",False,"Seattle, WA","Seattle, WA",16 days ago,False,8e1a9c0bc22f87e4,System Developer Engineer II,"indeed_clk(this,'2562');",".Net (C#), PowerShell, Perl, <b>Python</b>, JavaScript, and/or <b>Java</b>. Strong ability authoring new code to solve problems and automate repetitive tasks in a common...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=8e1a9c0bc22f87e4&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9pn3185b6ub
25,Seattle,Amazon Corporate LLC,US,"Fri, 10 Mar 2017 18:46:14 GMT",False,"Seattle, WA","Seattle, WA",1 day ago,False,9715f20f60d96cf6,Software Development Engineer - Machine Learning,"indeed_clk(this,'2871');","Strong proficiency <b>Java</b> and/or C++, <b>Python</b>. Do you want to apply machine learning to a completely new field for Amazon?...",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=9715f20f60d96cf6&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
26,Redmond,Microsoft,US,"Wed, 08 Mar 2017 07:47:23 GMT",False,"Redmond, WA","Redmond, WA 98052",3 days ago,False,4b1bff1b3684ff6e,Software Engineer,"indeed_clk(this,'2871');","Experience with technologies like C#, <b>Java</b>, PowerShell, <b>Python</b>, Git. Are you passionate about working on the next generation of Cloud Management Technologies...",Microsoft,False,WA,,http://www.indeed.com/viewjob?jk=4b1bff1b3684ff6e&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
27,Seattle,Amazon Prime Now,US,"Thu, 19 Jan 2017 22:23:43 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,True,cfa20cedb00777b5,Web Developer,"indeed_clk(this,'2871');","Experience in JavaScript, <b>Java</b>, Perl, <b>Python</b> or Ruby. Prime Now provides Amazon Prime members unparalleled convenience and ease of mind by offering one-hour,...",Indeed,False,WA,,http://www.indeed.com/viewjob?jk=cfa20cedb00777b5&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
28,Seattle,Intelius Inc.,US,"Sat, 11 Mar 2017 10:38:23 GMT",False,"Seattle, WA","Seattle, WA",14 hours ago,False,b8783296a8e5827a,"SDET, Data Engineering","indeed_clk(this,'2871');",5+ years of coding experience with <b>Java</b> or <b>Python</b>. Familiarity with <b>Java</b> profilers such as YourKit. Test REST based <b>Java</b> services using automated test harnesses...,Intelius Inc.,False,WA,,http://www.indeed.com/viewjob?jk=b8783296a8e5827a&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
29,Seattle,Amazon Corporate LLC,US,"Sat, 28 Jan 2017 00:04:27 GMT",False,"Seattle, WA","Seattle, WA",30+ days ago,False,2a1937b28b377240,Software Engineer,"indeed_clk(this,'2871');","Fluency with <b>Java</b>, <b>Python</b>, C/C++, or C#. An excellent greenfield re-architecture opportunity for a software engineer with a strong large scale design skillset....",Amazon.com,False,WA,,http://www.indeed.com/viewjob?jk=2a1937b28b377240&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
30,Seattle,BackOffice Associates,US,"Wed, 01 Mar 2017 03:43:54 GMT",False,"Seattle, WA","Seattle, WA",10 days ago,False,78b6026af60ca340,Software Developer – Remote – US,"indeed_clk(this,'2871');","C#, <b>Java</b>, etc. <b>Python</b> and/or Go, a plus. AWS, Lambda, Dynamo, git, GitHub, Gulp, NodeJS, <b>Python</b>, CloudFormation, ElasticSearch, Linux, Jenkins, AngularJS, CSS...",BackOffice Associates,False,WA,,http://www.indeed.com/viewjob?jk=78b6026af60ca340&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
31,Seattle,PayScale,US,"Tue, 28 Feb 2017 04:08:51 GMT",False,"Seattle, WA","Seattle, WA",11 days ago,False,8001fa082ad38145,Data Scientist,"indeed_clk(this,'2871');","<b>Python</b>, C#, <b>Java</b>, Scala). Want to crunch numbers with one of the leading data companies in Seattle?...",PayScale,False,WA,,http://www.indeed.com/viewjob?jk=8001fa082ad38145&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
32,Seattle,Google,US,"Fri, 17 Feb 2017 09:47:23 GMT",False,"Seattle, WA","Seattle, WA",22 days ago,False,9e5a69f6d9c60d9a,Developer Advocate (Cloud Platform),"indeed_clk(this,'2871');","<b>Java</b>, JavaScript, C/C++, C#, Objective-C, <b>Python</b>, PHP, Ruby, or Go. The Developer Relations organization helps keep us connected to the communities that love...",Google,False,WA,,http://www.indeed.com/viewjob?jk=9e5a69f6d9c60d9a&qd=kzI5tJZPkWJqoVrEwKNhYpIFnsRgledjPocYT4JdGR8ZLu9kPmp6_s1DELwBDGVOuRJIGPm8XICDSN9P7pG7oP5ppg3f_cu3mOy05F7sR6Ukt0LCVy_rQinuMfW47e_m&indpubnum=8836246992678581&atk=1bavv9q0oaf0kamr
